C_MODULAR;CENTRO_EDUCATIVO;NIVEL;TIPO;DIRECCION;DISTRITO;UBIGEO;COORDENADAS;TOTAL
1327584;JORGE BASADRE;Secundaria;Privada;JIRON ARISTIDES DEL CARPIO MUÑOZ 1138 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.05043,-77.07658;45
1342682;LOS ROBLES;Secundaria;Privada;JIRON CARLOS ARRIETA 1249 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07668,-77.032;65
1343888;1040 REPUBLICA DE HAITI;Inicial - JardÍn;Pública de gesti¢n directa;JIRON AZANGARO 876 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.053743,-77.032506;91
1344829;0004 MARIANO MELGAR;Inicial - JardÍn;Pública de gesti¢n directa;JIRON SAN LUIS 246 SAN LUIS - BREÑA;BREÑA;150105;-12.06219,-77.05445;162
1344837;1006 MARISCAL ANDRES AVELINO CACERES;Inicial - JardÍn;Pública de gesti¢n directa;JIRON RECUAY 271 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.05563,-77.0446;132
1344845;1027 REPUBLICA DE NICARAGUA;Inicial - JardÍn;Pública de gesti¢n directa;JIRON ANCASH 1379 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.04557,-77.01448;67
1344860;VISION MUNDIAL;Inicial - JardÍn;Pública de gesti¢n directa;CARRETERA VIA EVITAMIENTO KM.4.5 MZ L LOTE 1-2 NUEVA CAJA DE AGUA - LIMA CERCADO;LIMA;150101;-12.0327,-77.0107;49
1348127;ILLARIY;Secundaria;Privada;AVENIDA GENERAL CESAR CANEVARO 1591 MIRAFLORES - LINCE;LINCE;150116;-12.08549,-77.04815;5
1349992;ELENITA;Inicial - JardÍn;Privada;CALLE JUAN MANUEL PEREZ DE TUDELA 2075 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.03598,-77.06889;0
1372614;MIS AÑOS INOLVIDABLES;Secundaria;Privada;JIRON CENTENARIO 357 VINCHOTA - BREÑA;BREÑA;150105;-12.06502,-77.05017;83
1376862;DIVINO SALVADOR;Primaria;Privada;JIRON CAILLOMA 574 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.048324,-77.036009;31
1376870;DIVINO SALVADOR;Secundaria;Privada;JIRON CAILLOMA 574 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.048324,-77.036009;73
1377761;1008 VIRGEN DE LOURDES;Inicial - JardÍn;Pública de gesti¢n directa;JIRON RECUAY 439  - BREÑA;BREÑA;150105;-12.05584,-77.04707;77
1380369;SAN CONSTANTINO;Inicial - JardÍn;Privada;JIRON FEDERICO VILLARREAL 306  - BREÑA;BREÑA;150105;-12.05988,-77.05136;101
1388719;JESUS SUBLIME MAESTRO;Primaria;Privada;JIRON MONSEFU 636 PARQUE UNION - LIMA CERCADO;LIMA;150101;-12.04255,-77.06151;109
1389857;NUESTRA SEÑORA DEL BUEN CONSEJO;Secundaria;Privada;JIRON POMABAMBA 612  - BREÑA;BREÑA;150105;-12.05119,-77.04844;267
1390426;022 REPUBLICA DE GUATEMALA;Primaria;Pública de gesti¢n directa;JIRON MANUEL PARDO 225 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.04685,-77.01556;175
1401827;1147 ANDRES ROSALES VALENCIA;Inicial - JardÍn;Pública de gesti¢n directa;JIRON CAÑETE 614 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04637,-77.04037;82
1401918;TRENTO COLONIAL;Secundaria;Privada;AVENIDA OSCAR R. BENAVIDES / EX- COLONIAL 2443 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04977,-77.07341;98
1401876;MAGIC LAND;Inicial - JardÍn;Privada;CALLE ENRIQUE LOPEZ ALBUJAR 1406 LAS BRISAS AVEP - LIMA CERCADO;LIMA;150101;-12.06273,-77.06478;5
1402353;LAS SEMILLITAS DE JESUS;Inicial - JardÍn;Privada;CALLE ISAIAS CLIVIO 361 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.04773,-77.01352;30
1406560;EL CASTILLO DE LA INTELIGENCIA;Inicial - JardÍn;Privada;AVENIDA MARIANO CORNEJO 1696 LA LUZ - LIMA CERCADO;LIMA;150101;-12.06746,-77.06944;54
1406586;TERESA DE CALCUTA EN TRINIDAD;Inicial - JardÍn;Privada;JIRON GUALBERTO GUEVARA 587 LA TRINIDAD - LIMA CERCADO;LIMA;150101;-12.05125,-77.06657;21
1426048;ALBERT EINSTEIN - BREÑA;Primaria;Privada;AVENIDA BOLIVIA ESQUINA CON JR. HURAZ 565-567 678 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.056378,-77.045009;237
1426055;ALBERT EINSTEIN - BREÑA;Secundaria;Privada;AVENIDA BOLIVIA ESQUINA CON JR. HURAZ 565-567 678 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.056378,-77.045009;23
1431915;JESUS EL BUEN PASTOR;Primaria;Privada;JIRON JUAN MANUEL PEREZ DE TUDELA 3338 CERCADO - LIMA CERCADO;LIMA;150101;-12.03796,-77.08212;88
1435833;MIS PEQUEÑOS ANGELITOS;Inicial - JardÍn;Privada;JIRON ANGEL VELENZUELA 605 CERCADO - LIMA CERCADO;LIMA;150101;-12.06283,-77.06694;24
1441005;DANTE ALIGHIERI;Secundaria;Privada;AVENIDA PETIT THOUARS 1090 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.0753,-77.03477;228
1441013;SAN FRANCISCO DE ASIS DE BREÑA;Secundaria;Privada;AVENIDA BOLIVIA 697  - BREÑA;BREÑA;150105;-12.05655,-77.0445;85
1442847;1161;Inicial - JardÍn;Pública de gesti¢n directa;CALLE CRESPO Y CASTILLO MIRONES ALTOS - LIMA CERCADO;LIMA;150101;-12.03672,-77.06077;65
1528371;FOREVER HAPPY KIDS;Inicial - JardÍn;Privada;JIRON DINAMARCA 1300 SAN RAFAEL - LIMA CERCADO;LIMA;150101;-12.04993,-77.06099;...
1528413;PASITOS DEL DIVINO NIÑO;Inicial - Cuna-jardÍn;Privada;CALLE ALMIRANTE GUISSE 2615 - 2619 LINCE - LINCE;LINCE;150116;-12.09056,-77.03803;41
1536515;SANTA MARIA;Inicial - JardÍn;Privada;JIRON FRANCISCO LAZO 1582-1586  - LINCE;LINCE;150116;-12.07996,-77.03098;24
1536507;RAYITO DE LUZ;Inicial - JardÍn;Privada;AVENIDA ALEJANDRO BERTELLO 549 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.0625,-77.06559;12
1536432;1017 SEÑOR DE LOS MILAGROS;Inicial - JardÍn;Pública de gesti¢n directa;JIRON NAPO 1129 AZCONA - BREÑA;BREÑA;150105;-12.06122,-77.05545;69
1566645;25 NUESTRA SEÑORA DE LA INMACULADA CONCEPCION;Inicial - JardÍn;Pública de gesti¢n directa;JIRON JUNIN 1238 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.05138,-77.0173;84
1570829;MUNDO KIDS;Inicial - JardÍn;Privada;CALLE LEONIDAS LASARRE 495 LAS BRISAS - LIMA CERCADO;LIMA;150101;-12.06,-77.0671;42
1575281;MADRE ESPERANZA DE JESUS;Primaria;Privada;JIRON COMANDANTE TORRES PAZ 935 SANTA BEATRIZ - SANTA BEATRIZ;LIMA;150101;-12.07326,-77.0315;30
1616374;1146 REPUBLICA DEL PARAGUAY;Inicial - JardÍn;Pública de gesti¢n directa;AVENIDA EMANCIPACION 731 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04518,-77.03971;100
1615251;117 RVDO PADRE PASCUAL ALEGRE GONZALES;Inicial - JardÍn;Pública de gesti¢n directa;AVENIDA NICOLAS DUEÑAS 702 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.04407,-77.0658;70
1636539;SOR INES;Secundaria;Privada;CALLE BELISARIO FLORES 178  - LINCE;LINCE;150116;-12.08162,-77.037;112
1655554;JESUS EL BUEN PASTOR;Inicial - JardÍn;Privada;JIRON JUAN MANUEL PEREZ DE TUDELA 3338 CERCADO - LIMA CERCADO;LIMA;150101;-12.03796,-77.08212;24
1661362;NUEVO MUNDO;Primaria;Privada;JIRON GENERAL VIDAL 261 BREÑA - BREÑA;BREÑA;150105;-12.06402,-77.04758;39
1664937;GOTTFRIED WILHELM LEIBNIZ;Primaria;Privada;JIRON RECUAT 514 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.05586,-77.04813;0
1664945;GOTTFRIED WILHELM LEIBNIZ;Secundaria;Privada;JIRON RECUAT 514 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.05586,-77.04813;0
1665488;JESUS EL DIVINO NIÑO;Inicial - JardÍn;Privada;CALLE FRANCISCO MAZZOCCHIO 126 ESMERALDA - BREÑA;BREÑA;150105;-12.06656,-77.05822;14
1671122;MI MUNDO MARAVILLOSO;Inicial - JardÍn;Privada;JIRON MANUEL CANDAMO 619  - LINCE;LINCE;150116;-12.08174,-77.03033;...
1691328;MIS ANGELITOS;Inicial - JardÍn;Privada;JIRON JOSE FELIX BOGADO 2540 LOS CIPRESES - LIMA CERCADO;LIMA;150101;-12.05045,-77.07479;19
1693167;METROPOLITANO;Primaria;Privada;AVENIDA AREQUIPA 2077 LINCE - LINCE;LINCE;150116;-12.08538,-77.0342;...
1700988;INNOVA SCHOOLS - CERCADO;Inicial - JardÍn;Privada;JIRON PACASMAYO 701 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04832,-77.0464;191
1700996;INNOVA SCHOOLS - CERCADO;Primaria;Privada;JIRON PACASMAYO 701 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04832,-77.0464;762
1701002;INNOVA SCHOOLS - CERCADO;Secundaria;Privada;JIRON PACASMAYO 701 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04832,-77.0464;656
1704329;SAINT PATRICK;Secundaria;Privada;JIRON TNTE ARISTIDES DEL CARPIO 1625 LAS CIPRESES AVEP - LIMA CERCADO;LIMA;150101;-12.05636,-77.07814;124
1716695;103 LUIS ARMANDO CABELLO HURTADO;Inicial - JardÍn;Pública de gesti¢n directa;PASAJE ALTO DE LA ALIANZA S/N MANZANILLA - LIMA CERCADO;LIMA;150101;-12.05834,-77.01134;125
1723352;INNOVA SCHOOLS - BERTELLO;Inicial - JardÍn;Privada;SUB LOTE 5-B MZ C LOTE 3-4-5 FUNDO CHACRARIO - FUNDO CHACRARIO;LIMA;150101;-12.06259,-77.06233;115
1723360;INNOVA SCHOOLS - BERTELLO;Primaria;Privada;SUB LOTE 5-B MZ C LOTE 3-4-5 FUNDO CHACRARIO - FUNDO CHACRARIO;LIMA;150101;-12.06259,-77.06233;747
1723378;INNOVA SCHOOLS - BERTELLO;Secundaria;Privada;SUB LOTE 5-B MZ C LOTE 3-4-5 FUNDO CHACRARIO - FUNDO CHACRARIO;LIMA;150101;-12.06259,-77.06233;675
1739382;MAYIM HAIEM;Inicial - JardÍn;Privada;CALLE MARIANO ARREDONDO 2851 LIMA - LIMA CERCADO;LIMA;150101;-12.05401,-77.07894;...
1739390;MAYIM HAIEM;Primaria;Privada;CALLE MARIANO ARREDONDO 2851 LIMA - LIMA CERCADO;LIMA;150101;-12.05401,-77.07894;...
1758879;KASNER;Inicial - JardÍn;Privada;JIRON LEON VELARDE 765 DEL FUNDO LOBATON - LINCE;LINCE;150116;-12.08363,-77.04237;29
1764190;25 NUESTRA SEÑORA DE LA INMACULADA CONCEPCION;Primaria;Pública de gesti¢n directa;JIRON JUNIN 1238 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.05138,-77.0173;166
1771377;EDUCARE SCHOOL;Secundaria;Privada;AVENIDA CANEVARO 1049  - LINCE;LINCE;150116;-12.0849,-77.04362;34
1774439;TRILCE SANTA BEATRIZ;Secundaria;Privada;AVENIDA AREQUIPA 1381 SANTA BEATRIZ - SANTA BEATRIZ;LIMA;150101;-12.07837,-77.03519;1157
1778828;KASNER;Primaria;Privada;JIRON LEON VELARDE 765 DEL FUNDO LOBATON - LINCE;LINCE;150116;-12.08363,-77.04237;64
1785823;SACO OLIVEROS DE ELIO;Primaria;Privada;CALLE EUGENIO PAREDES 2448-2450 LOS CIPRESES - LIMA CERCADO;LIMA;150101;-12.05118,-77.07284;175
1785831;SACO OLIVEROS DE ELIO;Secundaria;Privada;CALLE EUGENIO PAREDES 2448-2450 LOS CIPRESES - LIMA CERCADO;LIMA;150101;-12.05118,-77.07284;296
1789619;GENIOS EN ACCION SCHOOL;Primaria;Privada;JIRON ESPERANZA 777 CONDE DE LA VEGA - LIMA CERCADO;LIMA;150101;-12.0398,-77.05244;...
1789742;SANTA TERESA DE AVILA;Secundaria;Privada;AVENIDA PROLONGACION ARICA 2048  - LIMA CERCADO;LIMA;150101;-12.0542,-77.06119;16
1792985;KASNER;Secundaria;Privada;JIRON LEON VELARDE 765 DEL FUNDO LOBATON - LINCE;LINCE;150116;-12.08363,-77.04237;1
1797653;SAN FRANCISCO DE ASIS DE BREÑA;Inicial - JardÍn;Privada;AVENIDA BOLIVIA 697  - BREÑA;BREÑA;150105;-12.05655,-77.0445;85
3032646;TRILCE DE ROMA;Primaria;Privada;CALLE EMILIO FERNANDEZ 641 - 649 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07279,-77.03221;176
3045747;EDUCARE SCHOOL;Primaria;Privada;AVENIDA CANEVARO 1049  - LINCE;LINCE;150116;-12.0849,-77.04362;7
3056843;INNOVA SCHOOLS CERCADO SAN RAFAEL;Inicial - JardÍn;Privada;AVENIDA TINGO MARIA 814 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04592,-77.030496;...
3056850;INNOVA SCHOOLS CERCADO SAN RAFAEL;Primaria;Privada;AVENIDA TINGO MARIA 814 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04592,-77.030496;...
3056868;INNOVA SCHOOLS CERCADO SAN RAFAEL;Secundaria;Privada;AVENIDA TINGO MARIA 814 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04592,-77.030496;...
